Voltage_Volt,Current_mA,Transmission_Freq_Hz,Status_Daya
4.607344153798229,153.67327813205162,1,Medium
3.3731401177720715,171.04562723125883,10,Medium
4.785117996979956,339.5340434777488,10,Medium
4.078684483831301,378.66351942446323,10,High
4.614880310328125,397.87373142566577,10,High
4.792182599846987,396.9128899693314,1,High
3.6360069499437278,54.69099049385828,10,Low
3.2201038490553535,252.26594930426492,5,Medium
3.4558703250838834,38.2037924081557,5,Low
3.8542155772525124,279.2691523386304,10,Medium
4.6360295318449865,226.34994567295473,10,Medium
4.721461166512687,444.9750495515669,5,High
3.0139042610623816,181.94835615051855,5,Medium
4.021494605155132,67.36283804952687,1,Low
3.834822006297558,80.06592420588957,5,Low
3.4442156209414607,383.1402095415614,5,High
3.239730734667366,312.9268510249679,10,Medium
3.675230342807256,59.55011130016722,5,Low
4.885819407825038,51.212334996348744,1,Low
3.6464058640415105,353.4748744149688,5,High
4.037581243486732,45.653873118454825,10,Low
4.406037917790355,412.7114290522745,10,High
3.727259204758588,356.05869130668316,5,High
4.943564165441922,49.860902514530885,10,Low
4.9248945898842225,51.57047990174404,1,Low
3.5035645916507283,493.45339346557597,1,High
3.994497011784771,193.39268992049895,5,Medium
3.601756619633539,191.61465206277654,5,Medium
3.5696809887549352,408.27178795617624,5,High
3.0737738947090656,474.15180291809077,10,High
4.219128667959794,493.14052127320673,1,High
4.005358046457723,379.1553107768814,1,High
3.1029575024999785,194.36719691014872,10,Medium
3.557292928473223,50.91535118234769,1,Low
4.816531771933308,390.801988804444,5,High
3.4791237813339446,283.61808237054447,5,Medium
3.289789744182446,217.86878453101838,5,Medium
3.9789055205551263,454.1136486964206,1,High
4.971300908221202,64.48676633001415,5,Low
3.484110543023001,251.38630110252097,10,Medium
4.3442710948117575,15.563285936035344,10,Low
4.523239230657435,239.64371457712187,1,Medium
3.4752750879847993,37.5886050841003,10,Low
4.456432697223719,68.22077897135524,10,Low
3.7355662654385062,67.5878609207814,1,Low
4.264611661187159,328.11304803687113,5,Medium
4.26705942152179,375.56199084005743,5,High
4.071549368149517,295.8506948976082,5,Medium
3.1805795401088166,481.46454875252556,1,High
4.670604991178476,193.686583966615,10,Medium
3.6415601299434717,149.99892227811176,5,Low
3.3730370207997087,435.6135728128355,5,High
3.081550283109528,119.56196087453179,1,Low
4.181785886376484,481.97904432589957,5,High
4.355128723684565,15.955692598010007,1,Low
3.033175657855712,485.24062508674314,10,High
4.024186116598562,31.148356855782296,1,Low
3.452991550395876,446.6601257120548,1,High
4.2903455808189,268.5735434522869,1,Medium
3.348732858009983,496.5527500984572,1,High
4.381875476204932,46.16031672034544,10,Low
3.773470692601075,281.3885993566472,10,Medium
4.873459977473469,484.9582424533585,5,High
3.2750418882919865,266.3179436433729,10,Medium
3.682132702100517,318.40533268627865,10,Medium
3.226947042481178,350.9168576024624,5,High
4.849387236557126,232.72512173620888,10,Medium
4.754678706761962,317.5034592411911,1,Medium
3.515883255430311,296.31401284231913,1,Medium
4.319968092068358,451.5674251405846,5,High
4.634444400402431,32.26872636731436,5,Low
4.110401623198925,147.67196290019285,5,Low
4.059301156712013,475.7016271975138,1,High
3.4837045818009034,446.229254106549,10,High
3.1862055356117986,233.27180886499934,1,Medium
4.794431515906654,313.864972922753,5,Medium
4.8008361143266605,145.91677966075503,10,Low
4.266202914546536,102.17936826464305,10,Low
3.6780595820974016,237.21221842059126,1,Medium
3.698419149225322,183.14259173276588,5,Medium
4.451911357740479,295.99149480692734,1,Medium
4.794220519905155,48.089972112842574,10,Low
4.774172848530235,487.4534557564216,1,High
4.559751091715247,493.2432647950054,1,High
4.284063292308575,352.0992398696751,5,High
3.1682799299900974,272.68721950861897,5,Medium
3.3232574281892275,161.6685319803006,10,Medium
4.797108377054158,408.75955965640486,1,High
4.21285811931918,345.51827455140085,1,Medium
3.018394103233259,89.68230027899673,1,Low
3.2029430857320644,456.3543204019828,10,High
4.327003538216111,413.0432490323528,10,High
3.0101231676924374,475.40195751304276,5,High
3.321616102834997,365.6025591102964,5,High
4.0974675787331725,310.573446008537,5,Medium
4.383790395385386,214.93908778240325,1,Medium
4.3039225190052015,467.0369568434665,1,High
3.44853861892112,434.3713058552001,5,High
4.4243584426950715,32.157148352032806,1,Low
3.4744981749936,22.919817503653483,5,Low
3.6507993963185355,194.4670497702443,10,Medium
4.4929828102360485,407.17113208309814,5,High
4.29926579809443,493.7653033643228,10,High
4.698446820988356,83.7042766407288,1,Low
4.3152257846006865,301.1240505225462,5,Medium
4.136617206670943,196.63651974920054,1,Medium
3.187349535656185,485.25805492915555,10,High
3.7354316061188673,422.63827233649727,10,High
3.530404735363451,420.7810653084575,10,High
3.487979286758167,239.65964829953543,1,Medium
4.946021109504891,213.26155614545593,1,Medium
3.786195449333521,143.96946524604604,1,Low
4.784093110354227,37.62399335895429,1,Low
4.262277251994526,433.71396436497605,10,High
4.589622607083297,408.321494473738,10,High
4.005274186210384,499.86165991020397,5,High
4.153807769252718,498.35205016621364,5,High
3.985035387637728,282.16153574528744,1,Medium
3.390485975596089,386.80383343845017,10,High
4.444904230523011,472.93520764238974,10,High
3.5615447248817116,426.3272214319316,10,High
3.0486319328629077,131.20056985416687,5,Low
4.290944591814336,230.76662630194582,5,Medium
3.354221358814098,73.28811342423253,10,Low
4.880917168705828,477.485003356774,10,High
4.907857154005175,307.02557088093124,10,Medium
4.829728780440897,122.03497469669674,5,Low
3.7403174005108886,339.1333353588698,10,Medium
3.030913233057735,312.88283782436895,10,Medium
4.8566371251754505,185.49973183609185,1,Medium
3.8563682966346287,65.64322017781822,1,Low
4.933309638087339,339.0708658404718,5,Medium
4.927239954178505,264.9507734428587,10,Medium
4.70601891093472,388.43601195046324,10,High
3.5888977841391716,264.88011554487673,1,Medium
3.7701954572038505,427.56893515608465,5,High
4.702273343033713,280.4343509994979,1,Medium
3.633844010312555,284.85960605233925,1,Medium
3.338985493372185,439.5602653025891,1,High
4.1136025249167005,207.70660444407454,1,Medium
4.872309548321562,75.66746194081396,10,Low
4.392059593349946,24.103511393536095,10,Low
4.1401223401787295,380.0172552800733,1,High
3.194352987541537,313.9516801631977,5,Medium
4.23001445339834,354.99908636861954,5,High
4.980107700208526,114.35243913936625,5,Low
3.280168030473048,76.82202303751718,5,Low
4.036659304727474,17.126886177262143,1,Low
4.754746143855911,181.7879038152325,10,Medium
4.481537235508409,299.05966655877023,5,Medium
4.394031481990536,202.19958209886883,1,Medium
4.404968167974219,224.36271179162725,5,Medium
3.7189823024395103,453.0377603019367,5,High
3.5871836885289867,180.64517884141716,1,Medium
4.618722310957027,261.8548496883073,10,Medium
4.6202267893583615,393.98997624316013,10,High
4.734144637160208,204.30596333742238,1,Medium
4.826481105112943,314.822483111658,10,Medium
4.022684797721876,432.55821728590513,1,High
4.003032589374399,475.26510559224465,1,High
4.59659035793355,82.0660056552286,1,Low
4.29992786155553,464.0279363291323,10,High
4.403933754515407,251.1369836089737,1,Medium
4.591585338872202,136.5397502664896,5,Low
4.780010683635132,234.97652055674803,10,Medium
3.6759903137030716,490.2159618898838,10,High
3.751165905279888,251.38286605650612,10,Medium
3.187963879681738,171.08828904087903,10,Medium
4.156560281992348,320.36641861519564,5,Medium
3.071884547593484,127.6713532013146,10,Low
3.9311960362649203,47.17303077324532,10,Low
4.085289269415153,73.15106373621812,1,Low
3.573082504256569,72.7424610893085,10,Low
4.1816665211380215,84.43231982102424,5,Low
3.061000499878099,78.02531459821097,5,Low
3.074696377498429,324.02862495357516,5,Medium
4.6452011213193165,99.12124135558096,5,Low
3.720381282822526,179.37696882869298,10,Medium
3.2541210253037693,449.4263208539458,10,High
4.044486520109609,242.24120372880745,5,Medium
4.539987106197222,337.10329187530334,5,Medium
3.431642054993686,94.43673688879862,10,Low
4.245780951638,104.22161921624868,5,Low
3.170694929987536,30.025621970574644,1,Low
